
============================================================================
        Event  : 3 - run:  500106 - timestamp 1603205047000000000 - weight 1
============================================================================
 date:      20.10.2020  14:44:07.000000000
 detector : unknown
 event parameters: 
 parameter Event Number [int]: 3, 
 parameter ProcessID [int]: 500106, 
 parameter Run ID [int]: 500106, 
 parameter beamPDG1 [int]: 11, 
 parameter beamPDG2 [int]: -11, 
 parameter Energy [float]: 250, 
 parameter _weight [float]: 1, 
 parameter alphaQCD [float]: 1e-06, 
 parameter beamPol1 [float]: -1, 
 parameter beamPol2 [float]: 1, 
 parameter crossSection [float]: 10264, 
 parameter crossSectionError [float]: 5.54532, 
 parameter scale [float]: 249.85, 
 parameter sqme [float]: 9.17747e+13, 
 parameter BeamSpectrum [string]: CIRCE2: energy_spread/250_SetA_ee024.circe, 
 parameter processName [string]: sw_sl0, 

 collection name : MCParticle
 parameters: 

--------------- print out of MCParticle collection --------------- 

  flag:  0x0
  simulator status bits: [sbvtcls]  s: created in simulation b: backscatter v: vertex is not endpoint of parent t: decayed in tracker c: decayed in calorimeter l: has left detector s: stopped o: overlay


[   id   ]index|      PDG |    px,     py,        pz    | px_ep,   py_ep , pz_ep      | energy  |gen|[simstat ]| vertex x,     y   ,   z     | endpoint x,    y  ,   z     |    mass |  charge |            spin             | colorflow | [parents] - [daughters]
[00000073]   68|     -2112| 1.95e+00,-8.48e-01, 6.18e-01| 0.00e+00, 0.00e+00, 0.00e+00| 2.40e+00| 1 |[    0   ]| 9.62e+00,-3.19e+00, 2.83e+00| 0.00e+00, 0.00e+00, 0.00e+00| 9.40e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [48] - [] 
[00000074]   69|       211| 5.79e-01, 9.74e-03, 1.26e-01| 0.00e+00, 0.00e+00, 0.00e+00| 6.09e-01| 1 |[    0   ]| 9.62e+00,-3.19e+00, 2.83e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01| 1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [48] - [] 
[00000075]   70|      -211| 5.77e-01,-1.24e+00, 2.76e+00| 0.00e+00, 0.00e+00, 0.00e+00| 3.09e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [49] - [] 
[00000076]   71|       111| 1.42e+00,-1.71e+00, 3.39e+00| 0.00e+00, 0.00e+00, 0.00e+00| 4.06e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 6.76e-05,-8.12e-05, 1.61e-04| 1.35e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [49] - [88,89] 
[00000077]   72|        22| 2.29e+00,-2.41e+00, 4.92e+00| 0.00e+00, 0.00e+00, 0.00e+00| 5.94e+00| 1 |[    0   ]| 1.35e-03,-1.37e-03, 2.84e-03| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [50] - [] 
[00000078]   73|        22| 3.87e+00,-3.84e+00, 8.08e+00| 0.00e+00, 0.00e+00, 0.00e+00| 9.75e+00| 1 |[    0   ]| 1.35e-03,-1.37e-03, 2.84e-03| 0.00e+00, 0.00e+00, 0.00e+00|-1.69e-07| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [50] - [] 
[00000079]   74|      -211| 2.27e+00,-2.99e+00, 5.48e+00| 0.00e+00, 0.00e+00, 0.00e+00| 6.64e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [52] - [] 
[00000080]   75|       111| 6.65e+00,-6.89e+00, 1.51e+01| 0.00e+00, 0.00e+00, 0.00e+00| 1.79e+01| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 6.23e-04,-6.45e-04, 1.42e-03| 1.35e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [52] - [90,91] 
[00000081]   76|      -211|-1.16e+00, 3.29e-01, 9.54e-01| 0.00e+00, 0.00e+00, 0.00e+00| 1.55e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [53] - [] 
[00000082]   77|       211|-4.19e+00, 8.94e-01, 3.54e+00| 0.00e+00, 0.00e+00, 0.00e+00| 5.56e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01| 1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [53] - [] 
[00000083]   78|       111|-1.36e+01, 3.25e+00, 1.20e+01| 0.00e+00, 0.00e+00, 0.00e+00| 1.84e+01| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00|-2.58e-04, 6.15e-05, 2.27e-04| 1.35e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [53] - [92,93] 
[00000084]   79|        22| 8.32e-01,-4.26e-01, 2.34e-01| 0.00e+00, 0.00e+00, 0.00e+00| 9.64e-01| 1 |[    0   ]| 9.30e-05,-3.95e-05, 2.47e-05| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [58] - [] 
[00000085]   80|        22| 6.51e-01,-2.05e-01, 1.59e-01| 0.00e+00, 0.00e+00, 0.00e+00| 7.00e-01| 1 |[    0   ]| 9.30e-05,-3.95e-05, 2.47e-05| 0.00e+00, 0.00e+00, 0.00e+00| 1.49e-08| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [58] - [] 
[00000086]   81|       211| 2.28e+00,-9.37e-01, 1.24e-01| 0.00e+00, 0.00e+00, 0.00e+00| 2.47e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01| 1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [59] - [] 
[00000087]   82|      -211| 5.03e+00,-1.58e+00,-2.41e-01| 0.00e+00, 0.00e+00, 0.00e+00| 5.28e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [59] - [] 
[00000088]   83|       111| 1.26e+00,-5.77e-01, 1.41e-02| 0.00e+00, 0.00e+00, 0.00e+00| 1.39e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 1.10e-04,-5.06e-05, 1.24e-06| 1.35e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [59] - [94,95] 
[00000089]   84|        22| 3.86e-01,-1.80e-01,-6.80e-02| 0.00e+00, 0.00e+00, 0.00e+00| 4.32e-01| 1 |[    0   ]| 8.38e-05,-5.34e-05,-1.03e-05| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [60] - [] 
[00000090]   85|        22| 8.98e-01,-6.39e-01,-9.01e-02| 0.00e+00, 0.00e+00, 0.00e+00| 1.11e+00| 1 |[    0   ]| 8.38e-05,-5.34e-05,-1.03e-05| 0.00e+00, 0.00e+00, 0.00e+00|-2.98e-08| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [60] - [] 
[00000091]   86|        22| 3.59e-02,-9.48e-02,-3.69e-02| 0.00e+00, 0.00e+00, 0.00e+00| 1.08e-01| 1 |[    0   ]| 1.65e-06,-5.87e-06, 1.64e-06| 0.00e+00, 0.00e+00, 0.00e+00| 2.28e-09| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [65] - [] 
[00000092]   87|        22| 4.21e-02,-1.83e-01, 1.15e-01| 0.00e+00, 0.00e+00, 0.00e+00| 2.20e-01| 1 |[    0   ]| 1.65e-06,-5.87e-06, 1.64e-06| 0.00e+00, 0.00e+00, 0.00e+00|-3.73e-09| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [65] - [] 
[00000093]   88|        22| 3.87e-01,-5.16e-01, 1.08e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.26e+00| 1 |[    0   ]| 6.76e-05,-8.12e-05, 1.61e-04| 0.00e+00, 0.00e+00, 0.00e+00| 2.11e-08| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [71] - [] 
[00000094]   89|        22| 1.03e+00,-1.19e+00, 2.31e+00| 0.00e+00, 0.00e+00, 0.00e+00| 2.80e+00| 1 |[    0   ]| 6.76e-05,-8.12e-05, 1.61e-04| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [71] - [] 
[00000095]   90|        22| 4.23e+00,-4.47e+00, 9.66e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.15e+01| 1 |[    0   ]| 6.23e-04,-6.45e-04, 1.42e-03| 0.00e+00, 0.00e+00, 0.00e+00|-2.38e-07| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [75] - [] 
[00000096]   91|        22| 2.42e+00,-2.42e+00, 5.45e+00| 0.00e+00, 0.00e+00, 0.00e+00| 6.44e+00| 1 |[    0   ]| 6.23e-04,-6.45e-04, 1.42e-03| 0.00e+00, 0.00e+00, 0.00e+00|-8.43e-08| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [75] - [] 
[00000097]   92|        22|-4.24e+00, 1.07e+00, 3.77e+00| 0.00e+00, 0.00e+00, 0.00e+00| 5.77e+00| 1 |[    0   ]|-2.58e-04, 6.15e-05, 2.27e-04| 0.00e+00, 0.00e+00, 0.00e+00|-8.43e-08| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [78] - [] 
[00000098]   93|        22|-9.37e+00, 2.17e+00, 8.24e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.27e+01| 1 |[    0   ]|-2.58e-04, 6.15e-05, 2.27e-04| 0.00e+00, 0.00e+00, 0.00e+00|-2.92e-07| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [78] - [] 
[00000099]   94|        22| 1.11e+00,-5.36e-01,-2.29e-02| 0.00e+00, 0.00e+00, 0.00e+00| 1.24e+00| 1 |[    0   ]| 1.10e-04,-5.06e-05, 1.24e-06| 0.00e+00, 0.00e+00, 0.00e+00| 2.58e-08| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [83] - [] 
[00000100]   95|        22| 1.46e-01,-4.15e-02, 3.70e-02| 0.00e+00, 0.00e+00, 0.00e+00| 1.56e-01| 1 |[    0   ]| 1.10e-04,-5.06e-05, 1.24e-06| 0.00e+00, 0.00e+00, 0.00e+00|-3.73e-09| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [83] - [] 

-------------------------------------------------------------------------------- 
